Id_Pelicula;Titulo_original;Genero_Pelicula
3001;All About Eve;Drama
3002;Blood Red Sky;"Horror, Thriller, Action"
3004;The Half of It;"Comedy, Romance, Drama"
3005;In the Line of Fire;"Action, Drama, Thriller, Crime, Mystery"
3006;Animal House;Comedy
3007;Frankenstein;"Drama, Horror, Science Fiction"
3008;Those Who Wish Me Dead;"Thriller, Action"
3009;Eighth Grade;"Comedy, Drama"
3010;Air;"Drama, History"
3011;Dope;"Crime, Drama, Comedy"
3012;A Prophet;"Crime, Drama"
3013;The Crimson Rivers;"Crime, Mystery, Thriller"
3015;National Lampoon's Vacation;"Comedy, Adventure"
3016;Under Siege;"Action, Thriller"
3017;Neon Genesis Evangelion: The End of Evangelion;"Animation, Science Fiction, Action, Drama"
3018;Florence Foster Jenkins;"Comedy, Drama"
3020;Slither;"Horror, Science Fiction, Comedy"
3021;August: Osage County;"Comedy, Drama"
3022;Into the Blue;"Action, Thriller, Adventure, Crime"
3023;Taxi 3;"Action, Comedy"
3024;The Transporter Refueled;"Action, Thriller, Crime"
3025;Stronger;Drama
3026;Descendants 3;"Family, TV Movie, Music, Adventure, Fantasy"
3027;Police Academy 2: Their First Assignment;"Comedy, Crime"
3028;Hotel Mumbai;"Thriller, History, Drama, Action"
3029;Delivery Man;Comedy
3030;V/H/S;"Thriller, Horror"
3031;The Cabinet of Dr. Caligari;"Drama, Horror, Thriller, Crime"
3032;The Uninvited;Horror
3033;Ninja Assassin;"Action, Adventure, Thriller"
3034;Cam;"Mystery, Thriller, Horror"
3035;A Christmas Prince;"Romance, TV Movie"
3036;Unfaithful;"Thriller, Drama"
3037;Good Luck Chuck;"Comedy, Romance"
3038;Volcano;"Science Fiction, Action, Drama, Thriller"
3039;Never Been Kissed;"Romance, Comedy, Drama"
3040;The Frighteners;"Horror, Comedy"
3041;Cold War;"Drama, Romance, War, Music"
3042;The Adventures of Sharkboy and Lavagirl;"Adventure, Family, Science Fiction"
3043;Junior;"Comedy, Family, Romance"
3044;My Cousin Vinny;Comedy
3045;Morgan;"Horror, Science Fiction, Thriller"
3046;A Good Year;"Comedy, Drama, Romance"
3047;Macbeth;"Drama, War"
3048;Brotherhood of the Wolf;"Adventure, Horror, Action, History"
3049;The Invasion;"Science Fiction, Thriller, Mystery, Horror"
3050;Walking Tall;"Adventure, Drama, Action, Thriller"
3051;Morning Glory;"Drama, Comedy, Romance"
3052;The Kids Are All Right;"Comedy, Drama"
3053;The November Man;"Crime, Action, Thriller"
3054;Boss Level;"Action, Science Fiction, Thriller"
3055;Fool's Gold;"Adventure, Romance, Comedy"
3056;Kiss the Girls;"Thriller, Crime, Mystery, Drama"
3057;The Guardian;"Action, Adventure, Drama"
3058;Broken City;"Thriller, Crime, Drama"
3059;Ran;"Action, Drama, History"
3060;Brother Bear 2;"Adventure, Animation, Family"
3061;Free State of Jones;"Action, Drama, History, War"
3062;Jane Eyre;"Drama, Romance"
3063;The Straight Story;Drama
3064;The Jacket;"Thriller, Mystery, Drama, Science Fiction, Fantasy"
3065;Spiderhead;"Science Fiction, Thriller"
3066;Barbie as The Princess & the Pauper;"Animation, Family, Comedy"
3067;Olaf's Frozen Adventure;"Animation, Family, Adventure, Comedy, Fantasy"
3068;To Catch a Thief;"Mystery, Thriller, Romance, Comedy, Crime"
3069;Goosebumps 2: Haunted Halloween;"Adventure, Comedy, Fantasy, Family, Horror"
3070;A Dog's Journey;"Family, Adventure, Drama"
3071;At Eternity's Gate;Drama
3072;Justice League Dark: Apokolips War;"Animation, Action, Science Fiction"
3073;Intolerable Cruelty;"Comedy, Romance"
3074;Audition;"Horror, Drama"
3075;The Loft;Thriller
3076;The Boy and the Beast;"Action, Adventure, Animation, Drama, Family, Fantasy"
3077;Broken Arrow;"Action, Thriller, Adventure"
3078;Murder Mystery 2;"Comedy, Crime"
3079;Conan the Destroyer;"Adventure, Fantasy, Action"
3080;I Still Know What You Did Last Summer;"Horror, Mystery, Thriller"
3081;C'est la vie!;Comedy
3082;The X Files: I Want to Believe;"Drama, Mystery, Science Fiction, Thriller"
3083;The Piano;"Drama, Romance"
3084;United 93;"Drama, History, Crime, Thriller, Action"
3085;The Fog;Horror
3086;Final Fantasy: The Spirits Within;"Adventure, Action, Fantasy, Science Fiction, Thriller, Romance, Animation"
3087;Pink Floyd: The Wall;"Music, Drama"
3088;Angel Heart;"Horror, Mystery"
3089;The Killing;"Crime, Thriller"
3090;Blue Streak;"Action, Comedy, Crime"
3091;Dead Man Down;"Thriller, Action, Crime, Drama"
3092;Y Tu MamÃ¡ TambiÃ©n;"Drama, Romance"
3093;"Batman: The Dark Knight Returns, Part 2";"Science Fiction, Action, Animation, Mystery"
3094;Judas and the Black Messiah;"Drama, History"
3095;2:22;"Science Fiction, Mystery, Thriller, Romance"
3096;Grave Encounters;"Thriller, Horror"
3097;Before the Devil Knows You're Dead;"Crime, Drama, Thriller"
3098;The Constant Gardener;"Drama, Mystery, Thriller"
3099;The Frozen Ground;"Thriller, Crime"
3100;Dennis the Menace;"Family, Comedy"
3101;Better Watch Out;"Comedy, Horror, Thriller"
3102;Walk of Shame;Comedy
3103;My Super Ex-Girlfriend;"Comedy, Science Fiction, Romance"
3104;Sahara;"Action, Adventure, Comedy, Drama, Mystery"
3105;The Darkest Hour;"Horror, Action, Thriller, Science Fiction"
3106;[REC]Â³ Genesis;Horror
3107;DC League of Super-Pets;"Animation, Action, Family, Comedy, Science Fiction"
3108;Clear and Present Danger;"Action, Drama, Thriller"
3109;Scrooged;"Fantasy, Comedy, Drama"
3110;Blue Ruin;"Crime, Thriller"
3111;Harold & Kumar Escape from Guantanamo Bay;"Comedy, Adventure"
3113;PokÃ©mon: The First Movie;"Animation, Family, Adventure, Fantasy, Action"
3114;EverAfter;"Drama, Romance, Comedy"
3115;The Hundred-Foot Journey;"Drama, Comedy"
3116;Street Kings;"Action, Crime, Drama, Thriller"
3117;Paranormal Activity: The Marked Ones;"Horror, Thriller"
3118;Star Trek IV: The Voyage Home;"Science Fiction, Adventure"
3120;Cinderella II: Dreams Come True;"Family, Animation, Romance, Fantasy"
3121;Practical Magic;"Romance, Comedy, Fantasy"
3122;I Want to Eat Your Pancreas;"Animation, Drama, Romance"
3123;Jonah Hex;"Action, Western, Drama, Fantasy, Thriller"
3124;Tully;"Comedy, Drama"
3125;Short Circuit;"Comedy, Family, Science Fiction"
3126;The Hills Have Eyes 2;"Horror, Thriller"
3127;Here Comes the Boom;"Comedy, Action"
3128;The Collector;"Horror, Thriller"
3129;Street Fighter;"Action, Adventure, Comedy, Thriller"
3130;Smurfs: The Lost Village;"Family, Adventure, Animation, Comedy"
3131;Charlie Wilson's War;"Comedy, Drama, History"
3132;Dumplin';"Comedy, Drama, Music"
3133;Sisu;"Action, War"
3134;Wizards of Waverly Place: The Movie;"Family, TV Movie, Adventure, Comedy, Drama, Fantasy, Action"
3135;Marrowbone;"Thriller, Horror, Drama, Mystery"
3136;Love Hard;"Comedy, Romance"
3137;Six Days Seven Nights;"Adventure, Action, Comedy, Romance"
3138;The Incredible Burt Wonderstone;Comedy
3139;The Last Summer;"Romance, Comedy"
3140;Ghosted;"Action, Comedy, Romance"
3141;Submarine;"Drama, Comedy, Romance"
3142;Where the Crawdads Sing;"Drama, Mystery, Romance"
3143;The Belko Experiment;"Horror, Thriller"
3144;Days of Thunder;"Adventure, Action, Drama"
3145;The Interpreter;"Crime, Thriller"
3146;Kate;Action
3147;Behind Enemy Lines;"Action, Drama, Thriller, War"
3148;48 Hrs.;"Thriller, Action, Comedy, Crime, Drama"
3149;Vacancy;"Horror, Thriller"
3150;Conspiracy Theory;"Action, Drama, Mystery, Thriller"
3151;Blue Lagoon: The Awakening;"Drama, Adventure, Romance, TV Movie"
3152;Deep Red;"Horror, Mystery, Thriller"
3153;Stepmom;"Drama, Romance, Comedy"
3154;What Men Want;"Comedy, Romance"
3155;OSS 117: Lost in Rio;"Crime, Action, Comedy"
3156;Red Heat;"Action, Crime"
3157;The Lazarus Effect;"Horror, Thriller, Mystery, Science Fiction"
3158;Field of Dreams;"Drama, Fantasy"
3159;The Back-Up Plan;"Comedy, Romance"
3160;Boruto: Naruto the Movie;"Animation, Action, Comedy"
3162;Flashdance;"Drama, Romance"
3163;Re-Animator;"Science Fiction, Comedy, Horror"
3164;Safety Not Guaranteed;"Comedy, Romance, Science Fiction"
3165;Escape Plan 2: Hades;"Action, Thriller, Mystery"
3166;Motherless Brooklyn;"Drama, Thriller"
3167;Absolutely Anything;"Comedy, Science Fiction"
3168;Arthur Christmas;"Drama, Animation, Family, Comedy"
3169;Meet Dave;"Comedy, Science Fiction, Adventure, Family"
3170;Cocktail;"Romance, Drama, Comedy"
3171;A Most Violent Year;"Crime, Drama, Thriller"
3172;Apostle;"Horror, Mystery, Thriller, Drama"
3173;Palmer;Drama
3174;The Messenger: The Story of Joan of Arc;"Adventure, Drama, Action, History, War"
3175;The Art of Racing in the Rain;"Drama, Romance, Comedy, Family"
3176;Fahrenheit 9/11;Documentary
3177;Penelope;"Fantasy, Comedy, Romance"
3178;Mother;"Crime, Drama, Mystery, Thriller"
3179;The Mexican;"Action, Comedy, Crime, Romance"
3180;The Man Who Knew Infinity;Drama
3181;Capote;"Crime, Drama"
3182;Fatal Attraction;"Drama, Thriller"
3183;Agora;"Adventure, Drama, History"
3184;Sabotage;"Action, Drama, Thriller, Crime"
3185;The Ridiculous 6;"Western, Comedy"
3186;Equals;"Drama, Romance, Science Fiction"
3187;The Old Man & the Gun;"Comedy, Crime, Drama"
3188;Carriers;"Action, Drama, Horror, Science Fiction, Thriller"
3189;Sisters;Comedy
3190;Cube 2: Hypercube;"Thriller, Science Fiction, Mystery"
3191;John Tucker Must Die;"Comedy, Romance"
3192;Woman in Gold;Drama
3193;Dog;"Drama, Comedy"
3194;Memory;"Action, Thriller, Crime"
3195;Malcolm & Marie;"Drama, Romance"
3196;Brain on Fire;Drama
3197;The Awakening;"Horror, Thriller, Mystery"
3198;Touch of Evil;"Crime, Thriller, Mystery"
3199;Escape from L.A.;"Action, Adventure, Science Fiction, Thriller"
3200;Song of the Sea;"Family, Animation, Fantasy"
3201;Little Shop of Horrors;"Horror, Comedy"
3202;Tinker Bell;"Animation, Family, Adventure, Fantasy"
3203;Alive;"Adventure, Drama, Thriller"
3204;The Open House;"Horror, Thriller"
3205;A Street Cat Named Bob;"Family, Drama"
3206;Mission to Mars;"Science Fiction, Adventure, Mystery"
3207;Eli;Horror
3208;Boy Erased;Drama
3209;Never Say Never Again;"Adventure, Action, Thriller"
3210;Lilo & Stitch 2: Stitch Has a Glitch;"Animation, Family, Comedy, Science Fiction"
3211;Star Trek: Nemesis;"Science Fiction, Action, Adventure, Thriller"
3212;Mortal Kombat Legends: Scorpion's Revenge;"Animation, Action, Fantasy"
3213;The Green Inferno;"Horror, Thriller, Adventure"
3214;Stonehearst Asylum;"Thriller, Mystery, Horror"
3215;"Synecdoche, New York";Drama
3216;Land of Mine;"War, Drama, History"
3217;Overboard;"Romance, Comedy"
3218;Look Who's Talking Too;"Romance, Comedy"
3219;47 Meters Down: Uncaged;"Horror, Drama, Adventure"
3220;Paranormal Activity: The Ghost Dimension;"Horror, Thriller"
3221;A Haunted House 2;"Comedy, Horror"
3222;The Unborn;"Horror, Thriller, Mystery"
3223;Mustang;Drama
3224;Delicatessen;"Comedy, Science Fiction, Fantasy"
3225;Eurovision Song Contest: The Story of Fire Saga;"Comedy, Music"
3226;It's Complicated;"Comedy, Romance"
3227;Gretel & Hansel;"Fantasy, Horror, Mystery"
3228;Killer Joe;"Crime, Comedy, Thriller"
3229;Nothing to Hide;"Drama, Comedy"
3230;The Room;"Comedy, Drama, Romance"
3231;Fresh;"Horror, Thriller"
3232;Centurion;"Adventure, Action, Drama"
3233;The Light Between Oceans;"Drama, Romance"
3234;Rust and Bone;"Drama, Romance"
3235;Leaving Las Vegas;"Drama, Romance"
3236;High Noon;"Western, Drama"
3237;The Devil's Rejects;"Drama, Horror, Crime"
3238;Solomon Kane;"Adventure, Fantasy, Action"
3239;Elizabeth;"Drama, History"
3240;Kill Your Darlings;"Drama, Romance, Thriller"
3241;Tolkien;"War, Drama, Romance"
3242;Charlotte's Web;"Comedy, Family, Fantasy"
3243;The Farewell;"Comedy, Drama"
3244;American Graffiti;"Comedy, Drama"
3245;BPM (Beats per Minute);Drama
3246;Deuce Bigalow: Male Gigolo;Comedy
3247;Color Out of Space;"Horror, Science Fiction, Mystery, Thriller"
3248;I See You;"Horror, Thriller"
3249;The Ant Bully;"Fantasy, Adventure, Animation, Comedy, Family"
3250;After Hours;"Comedy, Thriller, Drama"
3251;Dream House;"Mystery, Drama, Thriller"
3252;This Is Spinal Tap;"Music, Comedy"
3253;Ghost World;"Comedy, Drama"
3254;Sympathy for Mr. Vengeance;"Action, Drama, Thriller"
3255;IO;Science Fiction
3256;The Mission;"Adventure, Drama, Action, History"
3258;In the Shadow of the Moon;"Science Fiction, Thriller"
3259;The Doors;"Music, Drama, History"
3260;Backdraft;"Crime, Drama, Thriller, Action"
3261;Girl with a Pearl Earring;"Drama, Romance"
3262;Tell No One;"Drama, Thriller, Crime, Mystery"
3264;Winter's Tale;"Drama, Fantasy, Mystery, Romance"
3265;The Hurricane;Drama
3266;Yojimbo;"Drama, Thriller"
3268;Beast;"Thriller, Action, Horror, Adventure"
3269;Jackass 3D;"Comedy, Documentary, Action"
3270;"I, Daniel Blake";Drama
3271;Cool Hand Luke;"Crime, Drama"
3272;Babysitting 2;Comedy
3273;Awake;"Thriller, Crime, Mystery"
3274;Alpha Dog;"Crime, Drama, Thriller"
3275;Lady in the Water;"Drama, Fantasy, Mystery"
3276;Nineteen Eighty-Four;"Drama, Science Fiction"
3277;Fatherhood;"Drama, Comedy"
3278;Europa Report;"Science Fiction, Thriller"
3279;Fifty Shades of Black;"Romance, Comedy"
3280;A League of Their Own;"Comedy, Drama"
3281;Collateral Damage;"Action, Thriller, Drama"
3283;Secret in Their Eyes;"Thriller, Mystery, Drama, Crime"
3284;Clown;"Horror, Thriller"
3285;Indecent Proposal;"Romance, Drama"
3286;The Boss;Comedy
3287;The Sea Beast;"Animation, Adventure, Family, Fantasy"
3288;Oxygen;"Science Fiction, Thriller, Horror"
3289;That's Life;Comedy
3290;Heartbreaker;"Romance, Comedy"
3291;The Witches of Eastwick;"Comedy, Fantasy"
3292;Shaun the Sheep Movie;"Family, Animation, Comedy, Adventure"
3293;Out of Africa;"History, Romance, Drama"
3294;Chasing Amy;"Comedy, Drama, Romance"
3295;"Alexander and the Terrible, Horrible, No Good, Very Bad Day";"Family, Comedy"
3296;Creep;Horror
3297;Pocahontas II: Journey to a New World;"Family, Adventure, Animation, Romance"
3298;Welcome to the North;Comedy
3299;The Gambler;"Thriller, Crime, Drama"
3300;102 Dalmatians;"Family, Comedy"
3301;Just Married;"Comedy, Romance"
3302;Ali G Indahouse;Comedy
3303;Blow Out;"Thriller, Mystery, Crime"
3304;Weird Science;"Comedy, Fantasy, Science Fiction"
3305;Kickboxer;"Action, Thriller, Drama"
3306;The Haunting;"Horror, Thriller, Fantasy, Mystery"
3307;Haywire;"Action, Drama, Thriller"
3308;Wonder Wheel;"Drama, Romance"
3309;Across the Universe;"Drama, Romance, Fantasy"
3310;Ring;"Horror, Thriller"
3311;The Five-Year Engagement;"Comedy, Romance"
3312;"You, Me and Dupree";"Comedy, Romance"
3313;Blood Simple;"Crime, Drama, Thriller"
3314;Always Be My Maybe;"Romance, Comedy"
3315;Tusk;"Comedy, Horror"
3316;Texas Chainsaw Massacre;"Horror, Thriller"
3317;The Searchers;Western
3318;The Girl Who Kicked the Hornet's Nest;"Action, Thriller, Crime, Mystery"
3319;A Streetcar Named Desire;Drama
3320;The Traitor;"Drama, Crime, Thriller"
3321;A Whisker Away;"Animation, Drama, Romance, Fantasy"
3322;The Raven;"Crime, Thriller, Mystery, Horror"
3323;Bastille Day;Action
3324;A Nightmare on Elm Street 4: The Dream Master;"Horror, Thriller"
3325;Imperium;"Crime, Drama, Thriller, Mystery"
3326;LOL (Laughing Out Loud);Comedy
3327;Space Cowboys;"Action, Adventure, Thriller"
3328;Arachnophobia;"Comedy, Horror"
3329;We Own the Night;"Drama, Crime, Thriller"
3330;Wrong Turn 2: Dead End;"Horror, Thriller"
3331;Holes;"Adventure, Family, Drama, Comedy"
3332;Syriana;"Drama, Thriller"
3333;The Man Who Knew Too Much;"Thriller, Mystery"
3334;He's All That;"Comedy, Romance"
3335;Be Kind Rewind;"Drama, Comedy"
3336;The Perfection;"Horror, Thriller, Drama"
3337;A Perfect Murder;"Crime, Thriller, Drama"
3338;The Legend of Hercules;"Action, Adventure"
3339;Mr. Right;"Comedy, Action, Romance, Crime"
3340;It Boy;Comedy
3341;The Guernsey Literary & Potato Peel Pie Society;"Romance, Drama, History"
3342;Belfast;Drama
3343;Kate & Leopold;"Romance, Fantasy, Comedy"
3344;Brawl in Cell Block 99;"Action, Crime, Thriller"
3345;Revolver;"Drama, Thriller, Crime, Mystery"
3346;The Art of Getting By;"Drama, Romance"
3347;The American;"Crime, Drama, Thriller"
3348;Charade;"Comedy, Mystery, Romance"
3349;A Most Wanted Man;Thriller
3350;The Best Exotic Marigold Hotel;"Drama, Comedy"
3351;A Thousand Words;"Drama, Comedy"
3352;Halloween III: Season of the Witch;"Horror, Mystery, Science Fiction"
3353;Star Trek III: The Search for Spock;"Science Fiction, Action, Adventure, Thriller"
3354;16 Wishes;"Fantasy, Drama, Family"
3355;Dead Man Walking;Drama
3356;New Nightmare;"Horror, Mystery, Fantasy"
3357;The Bar;"Horror, Thriller, Comedy"
3358;Three Colors: Red;"Drama, Mystery, Romance"
3359;Johnny Mnemonic;"Science Fiction, Thriller, Adventure, Action"
3360;Friday the 13th Part III;Horror
3361;Father of the Bride;"Comedy, Romance"
3362;Sex Drive;"Comedy, Adventure, Romance"
3363;Asterix: The Mansions of the Gods;"Animation, Comedy, Adventure, Family"
3364;Your Highness;"Comedy, Fantasy, Adventure, Action"
3365;Spawn;"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller"
3366;The Girl in the Spider's Web;Thriller
3367;The Strangers: Prey at Night;"Horror, Thriller"
3368;Hamilton;"History, Drama"
3369;Annie;"Comedy, Drama, Family"
3370;The Book of Henry;"Drama, Crime, Thriller"
3371;Wish Upon;"Horror, Thriller, Fantasy"
3372;Live by Night;"Crime, Drama, Thriller"
3373;An Education;"Drama, Romance"
3374;Kidnap;"Drama, Thriller"
3375;Witness for the Prosecution;"Drama, Mystery, Crime"
3376;The Tuche Family;Comedy
3377;An American Tail;"Drama, Family, Animation, Adventure"
3378;The Peanut Butter Falcon;"Adventure, Comedy, Drama"
3379;First Reformed;Drama
3380;Come and See;"Drama, War"
3381;The Sisterhood of the Traveling Pants;"Drama, Comedy"
3382;Don't Look Now... We're Being Shot At!;"Comedy, War"
3383;Replicas;"Science Fiction, Thriller, Drama"
3384;The Lion Guard: Return of the Roar;"Family, TV Movie, Animation"
3385;Pride;"Drama, Comedy"
3386;My Life as a Zucchini;"Animation, Comedy, Drama, Family, Romance"
3387;The Possession of Hannah Grace;"Horror, Drama"
3389;Under the Silver Lake;"Crime, Drama, Mystery"
3390;The Stepford Wives;"Comedy, Science Fiction, Horror"
3391;My Week with Marilyn;"Drama, Romance"
3392;Midnight Cowboy;Drama
3393;Splash;"Comedy, Fantasy, Romance"
3394;Snake Eyes;"Thriller, Crime, Mystery"
3395;365 Days: This Day;"Romance, Drama"
3396;The Fisher King;"Comedy, Drama"
3397;Christiane F.;Drama
3398;Larry Crowne;"Comedy, Romance, Drama"
3399;The Net;"Crime, Drama, Mystery, Thriller, Action"
3400;This Is Where I Leave You;"Drama, Comedy"
3401;The Discovery;"Drama, Romance, Science Fiction, Thriller, Mystery"
3402;Over the Moon;"Animation, Adventure, Family, Fantasy"
3403;The Human Centipede 2 (Full Sequence);"Drama, Horror, Crime"
3404;Fried Green Tomatoes;"Drama, Comedy"
3405;Greta;"Mystery, Thriller, Horror"
3406;Land of the Lost;"Adventure, Comedy, Science Fiction"
3407;Rose Island;"Comedy, Adventure"
3408;Broken Flowers;"Comedy, Drama, Mystery, Romance"
3409;Boys Don't Cry;"Crime, Drama"
3410;Mine;"War, Thriller"
3411;Jason X;"Horror, Science Fiction"
3412;The Color of Money;Drama
3413;The Wicker Man;"Horror, Mystery, Thriller"
3414;Once;"Drama, Music, Romance"
3415;Tales from Earthsea;"Animation, Fantasy, Adventure"
3416;Sliding Doors;"Comedy, Drama, Fantasy, Romance"
3417;I Don't Feel at Home in This World Anymore;"Thriller, Drama, Crime, Comedy"
3418;Mother's Day;"Comedy, Drama, Romance"
3419;James and the Giant Peach;"Adventure, Animation, Family, Fantasy"
3420;My Name Is Khan;"Drama, Romance"
3421;White Men Can't Jump;"Comedy, Drama"
3422;Nutty Professor II: The Klumps;"Fantasy, Comedy, Romance, Science Fiction"
3423;The Spy Next Door;"Action, Comedy, Family"
3424;Short Term 12;Drama
3425;Star Trek: Generations;"Science Fiction, Action, Adventure, Thriller"
3426;Universal Soldier: The Return;"Action, Science Fiction"
3427;The Siege;"Drama, Action, Thriller, Crime"
3428;Titane;"Drama, Thriller, Horror"
3429;Baby's Day Out;"Family, Comedy, Adventure, Crime, Drama"
3430;A Lot Like Love;"Comedy, Drama, Romance"
3431;Odd Thomas;"Mystery, Thriller"
3432;Darkman;"Action, Science Fiction, Thriller"
3433;Left Behind;"Thriller, Action, Science Fiction"
3434;Clerks II;Comedy
3435;They Call Me Trinity;"Action, Comedy, Western"
3436;The Outsiders;"Crime, Drama"
3437;The Queen;"Drama, History"
3438;Save the Last Dance;"Drama, Family, Romance, Music"
3439;Sweet November;"Drama, Romance"
3440;Dark Places;"Thriller, Mystery, Drama, Crime"
3441;Super Mario Bros.;"Adventure, Fantasy, Comedy, Family"
3442;Strange Days;"Crime, Drama, Science Fiction, Thriller"
3443;Boyka: Undisputed IV;"Action, Drama"
3444;Naked;Comedy
3445;Grudge Match;Comedy
3446;CHiPS;"Action, Comedy, Crime"
3447;Funny People;"Comedy, Drama"
3448;The Lizzie McGuire Movie;"Family, Comedy"
3449;Citizenfour;Documentary
3450;Free Solo;"Documentary, Adventure"
3453;Spanglish;Comedy
3454;Amistad;"Drama, History, Mystery"
3455;Suburra;"Crime, Drama, Thriller"
3457;Serial (Bad) Weddings 2;Comedy
3458;Glengarry Glen Ross;"Crime, Drama, Mystery"
3459;The Eagle;"Adventure, Drama"
3460;Stuber;"Action, Comedy"
3461;The Extraordinary Adventures of AdÃ¨le Blanc-Sec;"Fantasy, Adventure, Action, Mystery"
3462;Asterix & Obelix: God Save Britannia;"Family, Adventure, Comedy"
3463;Fruitvale Station;Drama
3464;Can You Ever Forgive Me?;"Drama, Crime, Comedy"
3465;Urban Legend;"Horror, Thriller"
3466;The Death and Return of Superman;"Science Fiction, Adventure, Animation, Action, Fantasy"
3467;Friend Request;"Horror, Thriller"
3468;Cabin Fever;Horror
3469;Leatherface;"Horror, Thriller, Mystery"
3470;Summer of 84;"Thriller, Mystery, Drama, Horror"
3471;You Again;"Comedy, Romance"
3472;See You Up There;"Drama, Crime, War"
3473;Doomsday;"Action, Thriller, Science Fiction"
3474;The Santa Clause 2;"Fantasy, Comedy, Family"
3475;Turner & Hooch;"Action, Comedy, Thriller, Crime, Family"
3476;Blindness;"Drama, Mystery, Science Fiction, Thriller"
3477;Talk to Her;"Drama, Romance"
3478;Mission: Impossible - Dead Reckoning Part One;"Action, Thriller"
3479;Sleepless;"Action, Crime, Thriller"
3480;The Remains of the Day;"Drama, Romance"
3481;Freddy's Dead: The Final Nightmare;"Horror, Thriller"
3482;Stay;"Mystery, Thriller, Drama"
3483;A Monster in Paris;"Adventure, Animation, Comedy, Family, Fantasy"
3484;Rock of Ages;"Comedy, Drama, Music, Romance"
3485;Fist Fight;Comedy
3486;Vampires Suck;"Horror, Comedy"
3487;Manhunter;"Crime, Horror, Thriller"
3488;I Can Quit Whenever I Want 2: Masterclass;"Action, Comedy, Crime"
3489;The Motorcycle Diaries;Drama
3490;Tolo Tolo;"Comedy, Drama, Family"
3491;The Man from Nowhere;"Action, Thriller, Crime"
3492;The Chaser;"Crime, Thriller, Action"
3493;The Specialist;"Action, Thriller"
3494;Heart of Stone;"Thriller, Action"
3495;Wanderlust;"Comedy, Romance"
3496;Fearless;"Drama, Action"
3497;The Thirteenth Floor;"Thriller, Science Fiction, Mystery"
3498;Bullet to the Head;"Action, Crime, Thriller"
3499;I Lost My Body;"Animation, Drama, Fantasy"
3500;Fantasia 2000;"Animation, Family, Music"
3502;My Fair Lady;"Romance, Drama, Comedy"
3503;Insidious: The Red Door;"Horror, Mystery, Thriller"
3504;Westworld;"Adventure, Science Fiction, Western"
3505;High Tension;"Horror, Thriller, Mystery"
3506;Runner Runner;"Crime, Thriller, Drama"
3507;Wish Dragon;"Animation, Family, Comedy, Fantasy"
3508;Friday the 13th: The Final Chapter;Horror
3509;Lady and the Tramp II: Scamp's Adventure;"Family, Animation, Romance, Adventure"
3510;Kronk's New Groove;"Animation, Comedy, Family"
3511;"Roman J. Israel, Esq.";"Drama, Crime, Thriller"
3512;Takers;"Action, Crime, Drama, Thriller"
3513;The Final Girls;"Comedy, Horror"
3514;Amsterdam;"Mystery, History, Thriller"
3515;Cinderella III: A Twist in Time;"Animation, Romance, Family, Fantasy"
3516;Un Chien Andalou;Fantasy
3517;Cocoon;"Comedy, Drama, Science Fiction"
3518;I Spit on Your Grave 2;"Thriller, Horror, Crime"
3519;Outlander;"Science Fiction, Action"
3520;The Red Turtle;"Animation, Drama, Fantasy, Family"
3521;Serial Teachers;Comedy
3522;Sky Captain and the World of Tomorrow;"Mystery, Action, Thriller, Science Fiction, Adventure"
3523;Barbie as Rapunzel;"Animation, Family"
3524;The Addams Family 2;"Animation, Adventure, Comedy, Family, Fantasy, Horror"
3525;The Rescuers Down Under;"Animation, Adventure, Family, Fantasy"
3526;Quarantine;"Horror, Science Fiction, Thriller"
3527;Don't Be a Menace to South Central While Drinking Your Juice in the Hood;Comedy
3528;Risky Business;"Romance, Comedy, Drama"
3529;Brahms: The Boy II;"Horror, Mystery, Thriller"
3530;Double Jeopardy;"Thriller, Crime, Mystery, Drama"
3531;The Body;"Thriller, Mystery"
3532;The Bye Bye Man;"Horror, Thriller"
3533;The Fall;"Adventure, Fantasy, Drama"
3534;Jaws 3-D;"Thriller, Horror"
3535;Cherry;"Drama, Crime"
3536;Selena;"Drama, Music, History"
3537;The Titan;"Science Fiction, Thriller"
3538;Cult of Chucky;"Horror, Thriller"
3539;Blonde;Drama
3540;Mudbound;Drama
3541;A Perfect Getaway;"Thriller, Mystery, Adventure"
3542;No Reservations;"Comedy, Romance, Drama"
3543;Five;Comedy
3544;Popstar: Never Stop Never Stopping;"Comedy, Music"
3545;Jack;"Comedy, Family, Drama"
3546;Bound by Honor;"Crime, Action, Drama, Thriller"
3547;The Brice Man;Comedy
3548;The Rainmaker;"Drama, Crime, Thriller"
3549;Toc Toc;Comedy
3550;Mean Girls 2;Comedy
3551;Tau;"Science Fiction, Thriller, Horror"
3552;Wasabi;"Drama, Action, Comedy"
3553;Hackers;"Action, Crime, Thriller, Drama"
3554;Star Trek VI: The Undiscovered Country;"Science Fiction, Action, Adventure, Thriller"
3555;The Water Diviner;"War, Drama"
3556;Cosmopolis;Drama
3557;PAW Patrol: The Movie;"Animation, Family, Adventure, Comedy"
3558;Windtalkers;"War, Drama, Action, History"
3559;Red Lights;Thriller
3560;Return to Sender;"Drama, Thriller"
3561;Cell 211;"Action, Thriller, Drama"
3562;Mr. Magorium's Wonder Emporium;"Family, Fantasy, Comedy"
3563;Bachelorette;"Comedy, Romance"
3564;Tammy;Comedy
